,file,sampling point,stiffness,strength,yaw,x_offset,cup_a,cup_b,cup_c,cups engaged,result,cup engagement
306,2023087_proxy_sample_1_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,45,0.005,no,yes,yes,2,Good Pick,2 or 3
307,20230724_proxy_sample_0_yaw_60_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
308,2023083_proxy_sample_6_yaw_45_rep_0_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
309,2023087_proxy_sample_4_yaw_45_offset_0.015_rep_0_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
310,2023083_proxy_sample_2_yaw_-15_rep_1_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
311,2023087_proxy_sample_4_yaw_45_offset_0.01_rep_0_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,45,0.01,yes,yes,yes,3,Good Pick,2 or 3
312,2023087_proxy_sample_6_yaw_-15_offset_0.01_rep_0_stiff_low_force_low.json,6,1_low_stiffness,1_low_strength,-15,0.01,yes,yes,yes,3,Good Pick,2 or 3
313,2023087_proxy_sample_6_yaw_-15_offset_0.01_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Bad Pick,2 or 3
314,20230728_proxy_sample_5_yaw_60_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
315,2023087_proxy_sample_1_yaw_45_offset_0.015_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,45,0.015,no,no,yes,1,Bad Pick,0 or 1
316,2023083_proxy_sample_1_yaw_-15_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
317,20230724_proxy_sample_4_yaw_60_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
318,2023083_proxy_sample_5_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
319,2023083_proxy_sample_2_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
320,2023087_proxy_sample_8_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
321,2023083_proxy_sample_0_yaw_-15_offset_0.01_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,-15,0.01,yes,no,yes,2,Bad Pick,2 or 3
322,2023088_proxy_sample_0_yaw_-15_offset_0.005_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
323,2023088_proxy_sample_5_yaw_-15_offset_0.015_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
324,2023083_proxy_sample_9_yaw_-15_rep_0_stiff_medium_force_medium.json,9,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
325,2023087_proxy_sample_5_yaw_-15_offset_0.01_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Bad Pick,2 or 3
326,2023087_proxy_sample_3_yaw_45_offset_0.015_rep_0_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
327,2023087_proxy_sample_3_yaw_45_offset_0.01_rep_0_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
328,2023087_proxy_sample_1_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,45,0.015,no,no,yes,1,Bad Pick,0 or 1
329,2023087_proxy_sample_3_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
330,20230728_proxy_sample_6_yaw_0_rep_0_stiff_medium_force_high.json,6,2_medium_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
331,2023088_proxy_sample_8_yaw_-15_offset_0.015_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Good Pick,0 or 1
332,2023087_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
333,20230724_proxy_sample_0_yaw_0_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
334,20230731_proxy_sample_7_yaw_-15_rep_0_stiff_low_force_low.json,7,1_low_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
335,2023083_proxy_sample_3_yaw_45_rep_1_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
336,2023083_proxy_sample_7_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
337,2023083_proxy_sample_6_yaw_45_rep_1_stiff_low_force_low.json,6,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
338,2023087_proxy_sample_8_yaw_-15_offset_0.015_rep_0_stiff_low_force_low.json,8,1_low_stiffness,1_low_strength,-15,0.015,yes,yes,yes,3,Good Pick,2 or 3
339,2023083_proxy_sample_1_yaw_45_rep_1_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
340,2023083_proxy_sample_6_yaw_-15_rep_1_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
341,20230728_proxy_sample_1_yaw_60_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,60,0.0,yes,yes,no,2,Bad Pick,2 or 3
342,2023082_proxy_sample_9_yaw_-15_rep_0_stiff_high_force_medium.json,9,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
343,2023082_proxy_sample_2_yaw_45_rep_0_stiff_high_force_high.json,2,3_high_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
344,20230728_proxy_sample_0_yaw_0_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
345,2023083_proxy_sample_9_yaw_-15_rep_1_stiff_high_force_medium.json,9,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Good Pick,2 or 3
346,2023087_proxy_sample_1_yaw_-15_offset_0.01_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
347,2023082_proxy_sample_7_yaw_45_rep_0_stiff_high_force_high.json,7,3_high_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
348,2023083_proxy_sample_3_yaw_45_rep_1_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
349,2023088_proxy_sample_0_yaw_45_offset_0.02_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
350,2023082_proxy_sample_7_yaw_45_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
351,20230731_proxy_sample_1_yaw_-15_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
352,2023087_proxy_sample_6_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,6,1_low_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
353,2023088_proxy_sample_8_yaw_45_offset_0.01_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
354,2023083_proxy_sample_2_yaw_-15_rep_0_stiff_medium_force_high.json,2,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,no,2,Bad Pick,2 or 3
355,2023087_proxy_sample_0_yaw_45_offset_0.02_rep_0_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
356,2023088_proxy_sample_8_yaw_45_offset_0.005_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
357,2023082_proxy_sample_8_yaw_45_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
358,2023083_proxy_sample_3_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,45,0.005,no,yes,yes,2,Bad Pick,2 or 3
359,2023087_proxy_sample_2_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,-15,0.005,no,yes,yes,2,Good Pick,2 or 3
360,2023087_proxy_sample_1_yaw_-15_offset_0.015_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
361,20230724_proxy_sample_4_yaw_0_rep_0_stiff_high_force_high.json,4,3_high_stiffness,3_high_strength,0,0.0,yes,yes,no,2,Bad Pick,2 or 3
362,2023083_proxy_sample_8_yaw_45_rep_1_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
363,2023088_proxy_sample_8_yaw_45_offset_0.01_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
364,2023088_proxy_sample_8_yaw_45_offset_0.015_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,45,0.015,yes,yes,yes,3,Bad Pick,2 or 3
365,2023083_proxy_sample_5_yaw_45_rep_1_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
366,20230728_proxy_sample_0_yaw_60_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
367,2023087_proxy_sample_5_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
368,2023087_proxy_sample_2_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,45,0.02,no,yes,no,1,Bad Pick,0 or 1
369,2023088_proxy_sample_3_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
370,2023088_proxy_sample_5_yaw_45_offset_0.01_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
371,2023088_proxy_sample_4_yaw_45_offset_0.01_rep_0_stiff_medium_force_low.json,4,2_medium_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
372,2023083_proxy_sample_8_yaw_-15_rep_0_stiff_medium_force_high.json,8,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
373,2023087_proxy_sample_6_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Good Pick,0 or 1
374,2023083_proxy_sample_0_yaw_-15_rep_0_stiff_medium_force_high.json,0,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
375,2023087_proxy_sample_2_yaw_-15_offset_0.01_rep_0_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,-15,0.01,no,no,no,0,Bad Pick,0 or 1
376,20230724_proxy_sample_8_yaw_0_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
377,2023087_proxy_sample_7_yaw_-15_offset_0.01_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,-15,0.01,no,no,yes,1,Good Pick,0 or 1
378,2023087_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,-15,0.015,yes,yes,yes,3,Good Pick,2 or 3
379,20230728_proxy_sample_6_yaw_0_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
380,2023083_proxy_sample_3_yaw_-15_rep_1_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,-15,0.0,no,yes,no,1,Bad Pick,0 or 1
381,2023082_proxy_sample_3_yaw_45_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
382,20230720_proxy_sample_7_yaw_60_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
383,2023083_proxy_sample_2_yaw_45_rep_1_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,45,0.0,no,yes,yes,2,Bad Pick,2 or 3
384,2023083_proxy_sample_2_yaw_45_rep_1_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
385,2023087_proxy_sample_4_yaw_45_offset_0.01_rep_0_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
386,2023083_proxy_sample_8_yaw_45_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
387,2023083_proxy_sample_7_yaw_45_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
388,20230731_proxy_sample_6_yaw_-15_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
389,2023083_proxy_sample_7_yaw_-15_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
390,2023088_proxy_sample_3_yaw_45_offset_0.015_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
391,2023082_proxy_sample_1_yaw_45_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
392,2023088_proxy_sample_7_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
393,2023087_proxy_sample_0_yaw_45_offset_0.02_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.02,no,yes,yes,2,Bad Pick,2 or 3
394,2023083_proxy_sample_8_yaw_-15_rep_1_stiff_low_force_medium.json,8,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
395,20230731_proxy_sample_8_yaw_-15_rep_0_stiff_low_force_medium.json,8,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
396,20230720_proxy_sample_0_yaw_0_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,0,0.0,yes,no,yes,2,Bad Pick,2 or 3
397,2023088_proxy_sample_7_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,no,0,Bad Pick,0 or 1
398,20230728_proxy_sample_5_yaw_0_rep_0_stiff_medium_force_high.json,5,2_medium_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
399,20230731_proxy_sample_2_yaw_-15_rep_0_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,-15,0.0,no,no,yes,1,Bad Pick,0 or 1
400,2023083_proxy_sample_7_yaw_-15_rep_1_stiff_low_force_low.json,7,1_low_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
401,20230731_proxy_sample_5_yaw_45_rep_0_stiff_low_force_low.json,5,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
402,20230724_proxy_sample_9_yaw_0_rep_0_stiff_high_force_low.json,9,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
403,2023087_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,-15,0.015,yes,yes,yes,3,Bad Pick,2 or 3
404,2023082_proxy_sample_6_yaw_45_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
405,2023083_proxy_sample_4_yaw_-15_rep_0_stiff_medium_force_medium.json,4,2_medium_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
406,20230720_proxy_sample_8_yaw_60_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
407,2023088_proxy_sample_5_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,45,0.005,no,yes,yes,2,Good Pick,2 or 3
408,2023083_proxy_sample_7_yaw_45_offset_0.02_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
409,20230731_proxy_sample_1_yaw_45_rep_0_stiff_low_force_high.json,1,1_low_stiffness,3_high_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
410,2023083_proxy_sample_7_yaw_45_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
411,2023083_proxy_sample_1_yaw_45_rep_1_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
412,20230731_proxy_sample_1_yaw_-15_rep_0_stiff_low_force_high.json,1,1_low_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
413,20230728_proxy_sample_2_yaw_60_rep_0_stiff_medium_force_high.json,2,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
414,20230731_proxy_sample_8_yaw_-15_rep_0_stiff_low_force_low.json,8,1_low_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
415,2023082_proxy_sample_5_yaw_45_rep_0_stiff_high_force_high.json,5,3_high_stiffness,3_high_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
416,20230724_proxy_sample_8_yaw_0_rep_0_stiff_high_force_high.json,8,3_high_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
417,2023087_proxy_sample_1_yaw_45_offset_0.005_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,45,0.005,yes,no,yes,2,Bad Pick,2 or 3
418,2023087_proxy_sample_5_yaw_-15_offset_0.01_rep_0_stiff_low_force_low.json,5,1_low_stiffness,1_low_strength,-15,0.01,no,yes,yes,2,Good Pick,2 or 3
419,2023083_proxy_sample_5_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
420,20230720_proxy_sample_5_yaw_60_rep_0_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,60,0.0,yes,yes,no,2,Bad Pick,2 or 3
421,2023088_proxy_sample_8_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Bad Pick,2 or 3
422,2023088_proxy_sample_7_yaw_45_offset_0.01_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,45,0.01,yes,yes,no,2,Bad Pick,2 or 3
423,2023083_proxy_sample_5_yaw_45_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
424,2023083_proxy_sample_7_yaw_-15_offset_0.015_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,-15,0.015,no,no,no,0,Bad Pick,0 or 1
425,2023083_proxy_sample_1_yaw_-15_rep_1_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
426,2023082_proxy_sample_8_yaw_-15_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
427,2023083_proxy_sample_7_yaw_-15_rep_1_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
428,20230728_proxy_sample_6_yaw_0_rep_0_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
429,2023083_proxy_sample_0_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
430,2023087_proxy_sample_0_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
431,2023083_proxy_sample_1_yaw_-15_rep_1_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
432,2023088_proxy_sample_7_yaw_45_offset_0.02_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
433,2023082_proxy_sample_0_yaw_-15_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
434,2023087_proxy_sample_1_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
435,20230728_proxy_sample_4_yaw_60_rep_0_stiff_medium_force_high.json,4,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
436,2023087_proxy_sample_5_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,-15,0.015,yes,no,yes,2,Bad Pick,2 or 3
437,2023087_proxy_sample_1_yaw_-15_offset_0.01_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Bad Pick,2 or 3
438,2023083_proxy_sample_3_yaw_-15_rep_1_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
439,2023087_proxy_sample_6_yaw_45_offset_0.005_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
440,2023083_proxy_sample_2_yaw_-15_offset_0.01_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,-15,0.01,yes,no,yes,2,Bad Pick,2 or 3
441,2023087_proxy_sample_5_yaw_-15_offset_0.02_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,-15,0.02,yes,no,yes,2,Bad Pick,2 or 3
442,20230731_proxy_sample_0_yaw_45_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,45,0.0,no,yes,yes,2,Bad Pick,2 or 3
443,2023082_proxy_sample_3_yaw_-15_rep_0_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
444,2023083_proxy_sample_7_yaw_45_rep_1_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
445,20230728_proxy_sample_7_yaw_60_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
446,2023088_proxy_sample_3_yaw_45_offset_0.02_rep_0_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
447,2023087_proxy_sample_1_yaw_45_offset_0.02_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
448,2023083_proxy_sample_9_yaw_-15_rep_1_stiff_medium_force_low.json,9,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
449,2023083_proxy_sample_6_yaw_-15_rep_0_stiff_medium_force_high.json,6,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
450,2023087_proxy_sample_2_yaw_-15_offset_0.005_rep_0_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,-15,0.005,no,yes,no,1,Bad Pick,0 or 1
451,20230724_proxy_sample_6_yaw_60_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
452,2023087_proxy_sample_3_yaw_-15_offset_0.01_rep_0_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
453,2023083_proxy_sample_8_yaw_-15_rep_1_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
454,20230731_proxy_sample_0_yaw_-15_rep_0_stiff_low_force_high.json,0,1_low_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
455,2023087_proxy_sample_8_yaw_45_offset_0.02_rep_0_stiff_low_force_low.json,8,1_low_stiffness,1_low_strength,45,0.02,yes,yes,yes,3,Good Pick,2 or 3
456,2023083_proxy_sample_8_yaw_-15_rep_1_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
457,20230728_proxy_sample_1_yaw_60_rep_0_stiff_medium_force_high.json,1,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
458,2023083_proxy_sample_0_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
459,2023083_proxy_sample_1_yaw_45_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
